"drug_name","drug_id","ind_name","ind_id","NCT","status","phase","DetailedStatus"
"Irinotecan","DB00762","Malignant tumor of colon","C0007102","NCT01367275","Terminated","Phase 2","Sponsor closed study"
"Irinotecan","DB00762","Adenocarcinoma of large intestine","C1319315","NCT01367275","Terminated","Phase 2","Sponsor closed study"
"Midazolam","DB00683","Traumatic Brain Injury","C0876926","NCT01402596","Withdrawn","Phase 2","Institution decided on starting a new protocol of sedation, with another methods and that´s    why this study has not started."
"Chloral hydrate","DB01563","Traumatic Brain Injury","C0876926","NCT01402596","Withdrawn","Phase 2","Institution decided on starting a new protocol of sedation, with another methods and that´s    why this study has not started."
"Bosentan","DB00559","Persistent Fetal Circulation Syndrome","C0031190","NCT01389856","Terminated","Phase 3","To be compliant with the timelines as agreed with Paediatric Committee (PC) within the    Paediatric Investigational Plan"
"Formoterol","DB00983","Chronic Obstructive Airway Disease","C0024117","NCT01351792","Terminated","Phase 3",""
"Peginterferon alfa-2a","DB00008","leukemia","C0023418","NCT01392170","Terminated","Phase 2","Slow Accrual"
"Bortezomib","DB00188","recurrent adult diffuse large cell lymphoma","C0280188","NCT01397591","Terminated","Phase 2","Study closed by PI due to lower than expected accrual."
"Bortezomib","DB00188","recurrent grade 1 follicular lymphoma","C0280182","NCT01397591","Terminated","Phase 2","Study closed by PI due to lower than expected accrual."
"Bortezomib","DB00188","recurrent grade 2 follicular lymphoma","C0280183","NCT01397591","Terminated","Phase 2","Study closed by PI due to lower than expected accrual."
"Bortezomib","DB00188","recurrent grade 3 follicular lymphoma","C0280185","NCT01397591","Terminated","Phase 2","Study closed by PI due to lower than expected accrual."
"Bortezomib","DB00188","Mantle cell lymphoma recurrent","C0677725","NCT01397591","Terminated","Phase 2","Study closed by PI due to lower than expected accrual."
"Oxytocin","DB00107","Dystocia","C0013418","NCT01397630","Terminated","Phase 3","Due to budgetary concerns, the TSC decided it best to adjust sample size as there was    sufficient data to assess feasibility. Recruitment was terminated early."
"Sunitinib","DB01268","Plexiform Neurofibroma","C0206728","NCT01402817","Suspended","Phase 2","1 patient died of uncertain cause but possibly related to drug. Regulatory currently reviewing"
"Modafinil","DB00745","Malignant Glioma","C0555198","NCT01400958","Terminated","Phase 2","Slow Accrual, Initiating Principal Investigator (PI) left Moffitt"
"Temozolomide","DB00853","Malignant Glioma","C0555198","NCT01400958","Terminated","Phase 2","Slow Accrual, Initiating Principal Investigator (PI) left Moffitt"
"Armodafinil","DB06413","Malignant Glioma","C0555198","NCT01400958","Terminated","Phase 2","Slow Accrual, Initiating Principal Investigator (PI) left Moffitt"
"Bevacizumab","DB00112","Malignant tumor of colon","C0007102","NCT01375816","Terminated","Phase 2","efficacy interim analysis as per protocol"
"Leucovorin","DB00650","Malignant tumor of colon","C0007102","NCT01375816","Terminated","Phase 2","efficacy interim analysis as per protocol"
"Irinotecan","DB00762","Malignant tumor of colon","C0007102","NCT01375816","Terminated","Phase 2","efficacy interim analysis as per protocol"
"Levoleucovorin","DB11596","Malignant tumor of colon","C0007102","NCT01375816","Terminated","Phase 2","efficacy interim analysis as per protocol"
"Norepinephrine","DB00368","Alopecia","C0002170","NCT01367990","Terminated","Phase 1","Study site has terminated the study due to the complexity of the study"
"Norepinephrine","DB00368","Radiodermatitis","C0034561","NCT01367990","Terminated","Phase 1","Study site has terminated the study due to the complexity of the study"
"Testosterone","DB00624","hormone deficiency","C0599750","NCT01397500","Terminated","Phase 2","Recruitment problems due to change of patient population at site."
"Methyltestosterone","DB06710","hormone deficiency","C0599750","NCT01397500","Terminated","Phase 2","Recruitment problems due to change of patient population at site."
"Dutasteride","DB01126","Adenocarcinoma of prostate","C0007112","NCT01368003","Withdrawn","Phase 2","Loss of funding."
"Goserelin","DB00014","Oestrogen receptor positive breast cancer","C2938924","NCT01368263","Terminated","Phase 2","Due to funding source and lack of accrual"
"Letrozole","DB01006","Oestrogen receptor positive breast cancer","C2938924","NCT01368263","Terminated","Phase 2","Due to funding source and lack of accrual"
"Anastrozole","DB01217","Oestrogen receptor positive breast cancer","C2938924","NCT01368263","Terminated","Phase 2","Due to funding source and lack of accrual"
"Goserelin","DB00014","Breast cancer stage II","C0278486","NCT01368263","Terminated","Phase 2","Due to funding source and lack of accrual"
"Letrozole","DB01006","Breast cancer stage II","C0278486","NCT01368263","Terminated","Phase 2","Due to funding source and lack of accrual"
"Anastrozole","DB01217","Breast cancer stage II","C0278486","NCT01368263","Terminated","Phase 2","Due to funding source and lack of accrual"
"Niacin","DB00627","Psoriasis","C0033860","NCT01368887","Suspended","Phase 2","Sponsor seeking additional financial support before starting the study"
"Calcipotriol","DB02300","Psoriasis","C0033860","NCT01368887","Suspended","Phase 2","Sponsor seeking additional financial support before starting the study"
"Nicotinamide","DB02701","Psoriasis","C0033860","NCT01368887","Suspended","Phase 2","Sponsor seeking additional financial support before starting the study"
"Riboflavin","DB00140","Pathological Dilatation","C0012359","NCT01398839","Terminated","Phase 3",""
"Gemcitabine","DB00441","leiomyosarcoma","C0023269","NCT01418001","Terminated","Phase 1/Phase 2","Lack of accrual"
"Docetaxel","DB01248","leiomyosarcoma","C0023269","NCT01418001","Terminated","Phase 1/Phase 2","Lack of accrual"
"Lenalidomide","DB00480","leukemia","C0023418","NCT01401322","Terminated","Phase 2","low accrual"
"Thalidomide","DB01041","leukemia","C0023418","NCT01401322","Terminated","Phase 2","low accrual"
"Glycine","DB00145","Cystic Fibrosis","C0010674","NCT01417481","Terminated","Phase 2","Some of the researchers finished their participation in the study."
"Mycophenolate mofetil","DB00688","Lupus Nephritis","C0024143","NCT01369628","Terminated","Phase 1","Please see Purpose Statement below"
"Mycophenolic acid","DB01024","Lupus Nephritis","C0024143","NCT01369628","Terminated","Phase 1","Please see Purpose Statement below"
"Methylphenidate","DB00422","Traumatic Brain Injury","C0876926","NCT01416948","Terminated","Phase 2","The funding agency, DoD, determined that the study could not meet its enrollment numbers by    the end of the grant."
"Galantamine","DB00674","Traumatic Brain Injury","C0876926","NCT01416948","Terminated","Phase 2","The funding agency, DoD, determined that the study could not meet its enrollment numbers by    the end of the grant."
"Cisplatin","DB00515","Malignant neoplasm of lung","C0242379","NCT01416961","Withdrawn","Phase 1","Neutron therapy has become unavailable"
"Etoposide","DB00773","Malignant neoplasm of lung","C0242379","NCT01416961","Withdrawn","Phase 1","Neutron therapy has become unavailable"
"Rituximab","DB00073","adult nasal type extranodal NK/T-cell lymphoma","C1879279","NCT01419795","Terminated","Phase 2","Low accrual"
"Lenalidomide","DB00480","adult nasal type extranodal NK/T-cell lymphoma","C1879279","NCT01419795","Terminated","Phase 2","Low accrual"
"Thalidomide","DB01041","adult nasal type extranodal NK/T-cell lymphoma","C1879279","NCT01419795","Terminated","Phase 2","Low accrual"
"Rituximab","DB00073","Ki-1+ Anaplastic Large Cell Lymphoma","C0206180","NCT01419795","Terminated","Phase 2","Low accrual"
"Lenalidomide","DB00480","Ki-1+ Anaplastic Large Cell Lymphoma","C0206180","NCT01419795","Terminated","Phase 2","Low accrual"
"Thalidomide","DB01041","Ki-1+ Anaplastic Large Cell Lymphoma","C0206180","NCT01419795","Terminated","Phase 2","Low accrual"
"Rituximab","DB00073","Angioimmunoblastic Lymphadenopathy","C0020981","NCT01419795","Terminated","Phase 2","Low accrual"
"Lenalidomide","DB00480","Angioimmunoblastic Lymphadenopathy","C0020981","NCT01419795","Terminated","Phase 2","Low accrual"
"Thalidomide","DB01041","Angioimmunoblastic Lymphadenopathy","C0020981","NCT01419795","Terminated","Phase 2","Low accrual"
"Rituximab","DB00073","Cutaneous B-Cell Non-Hodgkin Lymphoma","C1511566","NCT01419795","Terminated","Phase 2","Low accrual"
"Lenalidomide","DB00480","Cutaneous B-Cell Non-Hodgkin Lymphoma","C1511566","NCT01419795","Terminated","Phase 2","Low accrual"
"Thalidomide","DB01041","Cutaneous B-Cell Non-Hodgkin Lymphoma","C1511566","NCT01419795","Terminated","Phase 2","Low accrual"
"Rituximab","DB00073","Mucosa-Associated Lymphoid Tissue Lymphoma","C0242647","NCT01419795","Terminated","Phase 2","Low accrual"
"Lenalidomide","DB00480","Mucosa-Associated Lymphoid Tissue Lymphoma","C0242647","NCT01419795","Terminated","Phase 2","Low accrual"
"Thalidomide","DB01041","Mucosa-Associated Lymphoid Tissue Lymphoma","C0242647","NCT01419795","Terminated","Phase 2","Low accrual"
"Rituximab","DB00073","Hepatosplenic T-cell lymphoma","C1333984","NCT01419795","Terminated","Phase 2","Low accrual"
"Lenalidomide","DB00480","Hepatosplenic T-cell lymphoma","C1333984","NCT01419795","Terminated","Phase 2","Low accrual"
"Thalidomide","DB01041","Hepatosplenic T-cell lymphoma","C1333984","NCT01419795","Terminated","Phase 2","Low accrual"
"Rituximab","DB00073","Monocytoid B-cell lymphoma","C0855139","NCT01419795","Terminated","Phase 2","Low accrual"
"Lenalidomide","DB00480","Monocytoid B-cell lymphoma","C0855139","NCT01419795","Terminated","Phase 2","Low accrual"
"Thalidomide","DB01041","Monocytoid B-cell lymphoma","C0855139","NCT01419795","Terminated","Phase 2","Low accrual"
"Rituximab","DB00073","Peripheral T-Cell Lymphoma","C0079774","NCT01419795","Terminated","Phase 2","Low accrual"
"Lenalidomide","DB00480","Peripheral T-Cell Lymphoma","C0079774","NCT01419795","Terminated","Phase 2","Low accrual"
"Thalidomide","DB01041","Peripheral T-Cell Lymphoma","C0079774","NCT01419795","Terminated","Phase 2","Low accrual"
"Rituximab","DB00073","Prolymphocytic Leukemia","C0023486","NCT01419795","Terminated","Phase 2","Low accrual"
"Lenalidomide","DB00480","Prolymphocytic Leukemia","C0023486","NCT01419795","Terminated","Phase 2","Low accrual"
"Thalidomide","DB01041","Prolymphocytic Leukemia","C0023486","NCT01419795","Terminated","Phase 2","Low accrual"
"Rituximab","DB00073","recurrent adult Burkitt's lymphoma","C0280192","NCT01419795","Terminated","Phase 2","Low accrual"
"Lenalidomide","DB00480","recurrent adult Burkitt's lymphoma","C0280192","NCT01419795","Terminated","Phase 2","Low accrual"
"Thalidomide","DB01041","recurrent adult Burkitt's lymphoma","C0280192","NCT01419795","Terminated","Phase 2","Low accrual"
"Rituximab","DB00073","recurrent adult diffuse large cell lymphoma","C0280188","NCT01419795","Terminated","Phase 2","Low accrual"
"Lenalidomide","DB00480","recurrent adult diffuse large cell lymphoma","C0280188","NCT01419795","Terminated","Phase 2","Low accrual"
"Thalidomide","DB01041","recurrent adult diffuse large cell lymphoma","C0280188","NCT01419795","Terminated","Phase 2","Low accrual"
"Rituximab","DB00073","recurrent adult diffuse mixed cell lymphoma","C0280187","NCT01419795","Terminated","Phase 2","Low accrual"
"Lenalidomide","DB00480","recurrent adult diffuse mixed cell lymphoma","C0280187","NCT01419795","Terminated","Phase 2","Low accrual"
"Thalidomide","DB01041","recurrent adult diffuse mixed cell lymphoma","C0280187","NCT01419795","Terminated","Phase 2","Low accrual"
"Rituximab","DB00073","recurrent adult diffuse small cleaved cell lymphoma","C0280186","NCT01419795","Terminated","Phase 2","Low accrual"
"Lenalidomide","DB00480","recurrent adult diffuse small cleaved cell lymphoma","C0280186","NCT01419795","Terminated","Phase 2","Low accrual"
"Thalidomide","DB01041","recurrent adult diffuse small cleaved cell lymphoma","C0280186","NCT01419795","Terminated","Phase 2","Low accrual"
"Rituximab","DB00073","recurrent grade 1 follicular lymphoma","C0280182","NCT01419795","Terminated","Phase 2","Low accrual"
"Lenalidomide","DB00480","recurrent grade 1 follicular lymphoma","C0280182","NCT01419795","Terminated","Phase 2","Low accrual"
"Thalidomide","DB01041","recurrent grade 1 follicular lymphoma","C0280182","NCT01419795","Terminated","Phase 2","Low accrual"
"Rituximab","DB00073","recurrent grade 2 follicular lymphoma","C0280183","NCT01419795","Terminated","Phase 2","Low accrual"
"Lenalidomide","DB00480","recurrent grade 2 follicular lymphoma","C0280183","NCT01419795","Terminated","Phase 2","Low accrual"
"Thalidomide","DB01041","recurrent grade 2 follicular lymphoma","C0280183","NCT01419795","Terminated","Phase 2","Low accrual"
"Rituximab","DB00073","recurrent grade 3 follicular lymphoma","C0280185","NCT01419795","Terminated","Phase 2","Low accrual"
"Lenalidomide","DB00480","recurrent grade 3 follicular lymphoma","C0280185","NCT01419795","Terminated","Phase 2","Low accrual"
"Thalidomide","DB01041","recurrent grade 3 follicular lymphoma","C0280185","NCT01419795","Terminated","Phase 2","Low accrual"
"Rituximab","DB00073","Mantle cell lymphoma recurrent","C0677725","NCT01419795","Terminated","Phase 2","Low accrual"
"Lenalidomide","DB00480","Mantle cell lymphoma recurrent","C0677725","NCT01419795","Terminated","Phase 2","Low accrual"
"Thalidomide","DB01041","Mantle cell lymphoma recurrent","C0677725","NCT01419795","Terminated","Phase 2","Low accrual"
"Rituximab","DB00073","Marginal zone lymphoma recurrent","C1541273","NCT01419795","Terminated","Phase 2","Low accrual"
"Lenalidomide","DB00480","Marginal zone lymphoma recurrent","C1541273","NCT01419795","Terminated","Phase 2","Low accrual"
"Thalidomide","DB01041","Marginal zone lymphoma recurrent","C1541273","NCT01419795","Terminated","Phase 2","Low accrual"
"Rituximab","DB00073","Mycosis fungoides/Sezary syndrome recurrent","C0862200","NCT01419795","Terminated","Phase 2","Low accrual"
"Lenalidomide","DB00480","Mycosis fungoides/Sezary syndrome recurrent","C0862200","NCT01419795","Terminated","Phase 2","Low accrual"
"Thalidomide","DB01041","Mycosis fungoides/Sezary syndrome recurrent","C0862200","NCT01419795","Terminated","Phase 2","Low accrual"
"Rituximab","DB00073","B-cell small lymphocytic lymphoma recurrent","C0855096","NCT01419795","Terminated","Phase 2","Low accrual"
"Lenalidomide","DB00480","B-cell small lymphocytic lymphoma recurrent","C0855096","NCT01419795","Terminated","Phase 2","Low accrual"
"Thalidomide","DB01041","B-cell small lymphocytic lymphoma recurrent","C0855096","NCT01419795","Terminated","Phase 2","Low accrual"
"Rituximab","DB00073","Chronic lymphocytic leukaemia refractory","C0278791","NCT01419795","Terminated","Phase 2","Low accrual"
"Lenalidomide","DB00480","Chronic lymphocytic leukaemia refractory","C0278791","NCT01419795","Terminated","Phase 2","Low accrual"
"Thalidomide","DB01041","Chronic lymphocytic leukaemia refractory","C0278791","NCT01419795","Terminated","Phase 2","Low accrual"
"Rituximab","DB00073","Hairy cell leukaemia recurrent","C0279780","NCT01419795","Terminated","Phase 2","Low accrual"
"Lenalidomide","DB00480","Hairy cell leukaemia recurrent","C0279780","NCT01419795","Terminated","Phase 2","Low accrual"
"Thalidomide","DB01041","Hairy cell leukaemia recurrent","C0279780","NCT01419795","Terminated","Phase 2","Low accrual"
"Rituximab","DB00073","Small Intestinal Lymphoma","C0278805","NCT01419795","Terminated","Phase 2","Low accrual"
"Lenalidomide","DB00480","Small Intestinal Lymphoma","C0278805","NCT01419795","Terminated","Phase 2","Low accrual"
"Thalidomide","DB01041","Small Intestinal Lymphoma","C0278805","NCT01419795","Terminated","Phase 2","Low accrual"
"Rituximab","DB00073","Splenic Marginal Zone B-Cell Lymphoma","C0349632","NCT01419795","Terminated","Phase 2","Low accrual"
"Lenalidomide","DB00480","Splenic Marginal Zone B-Cell Lymphoma","C0349632","NCT01419795","Terminated","Phase 2","Low accrual"
"Thalidomide","DB01041","Splenic Marginal Zone B-Cell Lymphoma","C0349632","NCT01419795","Terminated","Phase 2","Low accrual"
"Rituximab","DB00073","T-Cell Large Granular Lymphocyte Leukemia","C1955861","NCT01419795","Terminated","Phase 2","Low accrual"
"Lenalidomide","DB00480","T-Cell Large Granular Lymphocyte Leukemia","C1955861","NCT01419795","Terminated","Phase 2","Low accrual"
"Thalidomide","DB01041","T-Cell Large Granular Lymphocyte Leukemia","C1955861","NCT01419795","Terminated","Phase 2","Low accrual"
"Rituximab","DB00073","Malignant lymphoma of testis","C0349644","NCT01419795","Terminated","Phase 2","Low accrual"
"Lenalidomide","DB00480","Malignant lymphoma of testis","C0349644","NCT01419795","Terminated","Phase 2","Low accrual"
"Thalidomide","DB01041","Malignant lymphoma of testis","C0349644","NCT01419795","Terminated","Phase 2","Low accrual"
"Rituximab","DB00073","recurrent adult grade III lymphomatoid granulomatosis","C1541469","NCT01419795","Terminated","Phase 2","Low accrual"
"Lenalidomide","DB00480","recurrent adult grade III lymphomatoid granulomatosis","C1541469","NCT01419795","Terminated","Phase 2","Low accrual"
"Thalidomide","DB01041","recurrent adult grade III lymphomatoid granulomatosis","C1541469","NCT01419795","Terminated","Phase 2","Low accrual"
"Rituximab","DB00073","recurrent adult immunoblastic large cell lymphoma","C0280190","NCT01419795","Terminated","Phase 2","Low accrual"
"Lenalidomide","DB00480","recurrent adult immunoblastic large cell lymphoma","C0280190","NCT01419795","Terminated","Phase 2","Low accrual"
"Thalidomide","DB01041","recurrent adult immunoblastic large cell lymphoma","C0280190","NCT01419795","Terminated","Phase 2","Low accrual"
"Rituximab","DB00073","recurrent adult lymphoblastic lymphoma","C0280191","NCT01419795","Terminated","Phase 2","Low accrual"
"Lenalidomide","DB00480","recurrent adult lymphoblastic lymphoma","C0280191","NCT01419795","Terminated","Phase 2","Low accrual"
"Thalidomide","DB01041","recurrent adult lymphoblastic lymphoma","C0280191","NCT01419795","Terminated","Phase 2","Low accrual"
"Rituximab","DB00073","Adult T-cell lymphoma/leukaemia recurrent","C0280427","NCT01419795","Terminated","Phase 2","Low accrual"
"Lenalidomide","DB00480","Adult T-cell lymphoma/leukaemia recurrent","C0280427","NCT01419795","Terminated","Phase 2","Low accrual"
"Thalidomide","DB01041","Adult T-cell lymphoma/leukaemia recurrent","C0280427","NCT01419795","Terminated","Phase 2","Low accrual"
"Rituximab","DB00073","Cutaneous T-cell lymphoma recurrent","C0278580","NCT01419795","Terminated","Phase 2","Low accrual"
"Lenalidomide","DB00480","Cutaneous T-cell lymphoma recurrent","C0278580","NCT01419795","Terminated","Phase 2","Low accrual"
"Thalidomide","DB01041","Cutaneous T-cell lymphoma recurrent","C0278580","NCT01419795","Terminated","Phase 2","Low accrual"
"Sildenafil","DB00203","Respiratory Failure","C1145670","NCT01409031","Terminated","Phase 2",""
"Sildenafil","DB00203","Persistent pulmonary hypertension","C1135361","NCT01409031","Terminated","Phase 2",""
"Prednisolone","DB00860","Microscopic Polyarteritis","C2347126","NCT01408836","Terminated","Phase 2/Phase 3","Completed"
"Methylprednisolone","DB00959","Microscopic Polyarteritis","C2347126","NCT01408836","Terminated","Phase 2/Phase 3","Completed"
"Omeprazole","DB00338","Dyspepsia","C0013395","NCT01408849","Suspended","Phase 2","Lack of adherence and huge loss of follow up."
"Atomoxetine","DB00289","Craving for alcohol","C0556385","NCT01408589","Terminated","Phase 1",""
"Atomoxetine","DB00289","Mood swings","C0085633","NCT01408589","Terminated","Phase 1",""
"Bevacizumab","DB00112","Glioblastoma","C0017636","NCT01413438","Withdrawn","Phase 2",""
"Bevacizumab","DB00112","Brain Neoplasms","C0006118","NCT01413438","Withdrawn","Phase 2",""
"Timolol","DB00373","Strawberry nevus of skin","C0206733","NCT01408056","Withdrawn","Phase 2","Difficulty with recruitment"
"Mupirocin","DB00410","Strawberry nevus of skin","C0206733","NCT01408056","Withdrawn","Phase 2","Difficulty with recruitment"
"Cisplatin","DB00515","Non-small cell lung cancer recurrent","C0278517","NCT01411098","Terminated","Phase 1","Low accrual"
"Etoposide","DB00773","Non-small cell lung cancer recurrent","C0278517","NCT01411098","Terminated","Phase 1","Low accrual"
"Cisplatin","DB00515","Stage IIB Non-Small Cell Lung Carcinoma","C1336190","NCT01411098","Terminated","Phase 1","Low accrual"
"Etoposide","DB00773","Stage IIB Non-Small Cell Lung Carcinoma","C1336190","NCT01411098","Terminated","Phase 1","Low accrual"
"Cisplatin","DB00515","Non-small cell lung cancer stage IIIA","C0278983","NCT01411098","Terminated","Phase 1","Low accrual"
"Etoposide","DB00773","Non-small cell lung cancer stage IIIA","C0278983","NCT01411098","Terminated","Phase 1","Low accrual"
"Alitretinoin","DB00523","Lupus Erythematosus, Cutaneous","C0024137","NCT01407679","Terminated","Phase 2",""
"Tretinoin","DB00755","Lupus Erythematosus, Cutaneous","C0024137","NCT01407679","Terminated","Phase 2",""
"Melphalan","DB01042","Retinoblastoma","C0035335","NCT01393769","Terminated","Phase 2","Only 5 subjects could be enrolled. The sample of 25 subjects could not be achieved due to it    is a rare disease."
"Bevacizumab","DB00112","Anaplastic astrocytoma","C0334579","NCT01386710","Suspended","Phase 1/Phase 2","In the process of transferring IRB to PI's current institution"
"Carboplatin","DB00958","Anaplastic astrocytoma","C0334579","NCT01386710","Suspended","Phase 1/Phase 2","In the process of transferring IRB to PI's current institution"
"Anastrozole","DB01217","Oestrogen receptor positive breast cancer","C2938924","NCT01394211","Terminated","Phase 2","Slow accrual"
"Anastrozole","DB01217","Breast cancer recurrent","C0278493","NCT01394211","Terminated","Phase 2","Slow accrual"
"Anastrozole","DB01217","Breast cancer stage II","C0278486","NCT01394211","Terminated","Phase 2","Slow accrual"
"Verapamil","DB00661","Classical phenylketonuria","C0751434","NCT01395394","Terminated","Phase 2","Difficulty with recruitment and agreed with Sponsor to report completed data as case reports"
"Carboplatin","DB00958","Adenocarcinoma Of Esophagus","C0279628","NCT01395537","Terminated","Phase 1/Phase 2","Research Cancelled"
"Paclitaxel","DB01229","Adenocarcinoma Of Esophagus","C0279628","NCT01395537","Terminated","Phase 1/Phase 2","Research Cancelled"
"Lapatinib","DB01259","Adenocarcinoma Of Esophagus","C0279628","NCT01395537","Terminated","Phase 1/Phase 2","Research Cancelled"
"Carboplatin","DB00958","Adenocarcinoma of the gastroesophageal junction","C1332166","NCT01395537","Terminated","Phase 1/Phase 2","Research Cancelled"
"Paclitaxel","DB01229","Adenocarcinoma of the gastroesophageal junction","C1332166","NCT01395537","Terminated","Phase 1/Phase 2","Research Cancelled"
"Lapatinib","DB01259","Adenocarcinoma of the gastroesophageal junction","C1332166","NCT01395537","Terminated","Phase 1/Phase 2","Research Cancelled"
"Doxycycline","DB00254","Colorectal Carcinoma","C0009402","NCT01418742","Terminated","Phase 2","Recruitement did not meet expectations. Prev. differentiation of RAS-wild-type and mutated RAS    are not in accordance with the scientific rank anymore."
"Hydroxychloroquine","DB01611","Secondary malignant neoplasm of bone","C0153690","NCT01417403","Terminated","Phase 1","Recently published data that has shown HCQ to be safe when combined with chemo and or    radiation at even higher doses than what is used in this study."
"Hydroxychloroquine","DB01611","unspecified adult solid tumor, protocol specific","C0279004","NCT01417403","Terminated","Phase 1","Recently published data that has shown HCQ to be safe when combined with chemo and or    radiation at even higher doses than what is used in this study."
"Trastuzumab","DB00072","HER-2 positive breast cancer","C1699634","NCT01388647","Terminated","Phase 1/Phase 2","Closed early due to increased hematologic toxicity and possible reduced efficacy"
"Carboplatin","DB00958","HER-2 positive breast cancer","C1699634","NCT01388647","Terminated","Phase 1/Phase 2","Closed early due to increased hematologic toxicity and possible reduced efficacy"
"Oxaliplatin","DB00526","Nasopharyngeal carcinoma","C2931822","NCT01403259","Terminated","Phase 2","poor accrual of eligible patients"
"Cyclophosphamide","DB00531","Glioblastoma","C0017636","NCT01403285","Terminated","Phase 1","Due to poor accrual. This decision was taken without any safety reasons. Since beginning of    the study (June 2011) only six patients were enrolled."
"Imiquimod","DB00724","Glioblastoma","C0017636","NCT01403285","Terminated","Phase 1","Due to poor accrual. This decision was taken without any safety reasons. Since beginning of    the study (June 2011) only six patients were enrolled."
"Tigecycline","DB00560","Dialysis Catheter Infection","C1400574","NCT01483872","Terminated","Phase 3","The study was stopped due to poor enrollment."
"Heparin","DB01109","Dialysis Catheter Infection","C1400574","NCT01483872","Terminated","Phase 3","The study was stopped due to poor enrollment."
"Milnacipran","DB04896","Irritable Bowel Syndrome","C0022104","NCT01471379","Terminated","Phase 2","Due to recruitment difficulties the study is terminated."
"Doxorubicin","DB00997","colon cancer liver metastasis","C0742558","NCT01464593","Terminated","Phase 2","trial design contingent on RFA optimization"
"Lansoprazole","DB00448","Eosinophilic esophagitis","C0341106","NCT01479231","Withdrawn","Phase 1/Phase 2","Souces of funding have been terminated"
"Lansoprazole","DB00448","Deglutition Disorders","C0011168","NCT01479231","Withdrawn","Phase 1/Phase 2","Souces of funding have been terminated"
"Pregabalin","DB00230","Neuralgia","C0027796","NCT01485094","Terminated","Phase 2","The trial was early terminated after it was concluded that there was no added benefit from    exposing further participants after an unblinded interim analysis."
"Tenofovir","DB00300","HIV-1 infection","C2363741","NCT01489046","Terminated","Phase 2",""
"Efavirenz","DB00625","HIV-1 infection","C2363741","NCT01489046","Terminated","Phase 2",""
"Lamivudine","DB00709","HIV-1 infection","C2363741","NCT01489046","Terminated","Phase 2",""
"Tacrolimus","DB00864","Acute leukemia in remission","C0686586","NCT01488253","Terminated","Phase 2","We could not receive the support from the national medical insurance owing to the changed    policy of the government for clincal trials."
"Sirolimus","DB00877","Acute leukemia in remission","C0686586","NCT01488253","Terminated","Phase 2","We could not receive the support from the national medical insurance owing to the changed    policy of the government for clincal trials."
"Everolimus","DB01590","Acute leukemia in remission","C0686586","NCT01488253","Terminated","Phase 2","We could not receive the support from the national medical insurance owing to the changed    policy of the government for clincal trials."
"Doxorubicin","DB00997","Solid tumour","C0280100","NCT01490047","Withdrawn","Phase 1",""
"Diclofenac","DB00586","Kidney Failure, Chronic","C0022661","NCT01481610","Terminated","Phase 2","Interim analysis shows harma to one of the study arms."
"Lumiracoxib","DB01283","Kidney Failure, Chronic","C0022661","NCT01481610","Terminated","Phase 2","Interim analysis shows harma to one of the study arms."
"Spironolactone","DB00421","Type 2 diabetes mellitus with established diabetic nephropathy","C0837031","NCT01488877","Terminated","Phase 1","See termination reason in detailed description."
"Paromomycin","DB01421","Leishmaniasis, Cutaneous","C0023283","NCT01494350","Terminated","Phase 2","This study was closed prematurely due study team travel restrictions."
"Citalopram","DB00215","Anxiety","C0003467","NCT01522092","Withdrawn","Phase 3","Study was not given ethical approval- a alternative protocol required"
"Vorinostat","DB02546","Malignant lymphoma, lymphocytic, intermediate differentiation, diffuse","C0334634","NCT01500538","Terminated","Phase 2","Poor recruitment rate"
"Ezogabine","DB04953","Epilepsy","C0014544","NCT01494584","Terminated","Phase 2","Terminated after placing the study on hold at the request of the FDA"
"Vorinostat","DB02546","Multiple Myeloma","C0026764","NCT01501370","Withdrawn","Phase 2",""
"Ketamine","DB01221","Bipolar Disorder","C0005586","NCT01504659","Suspended","Phase 2/Phase 3","Protocol Revisions"
"Atorvastatin","DB01076","Diabetes Mellitus, Non-Insulin-Dependent","C0011860","NCT01477853","Terminated","Phase 3",""
"Bortezomib","DB00188","Malignant tumor of colon","C0007102","NCT01504477","Terminated","Phase 1/Phase 2","Low accrual--unable to meet accrual goals"
"Bexarotene","DB00307","Solid tumour","C0280100","NCT01504490","Terminated","Phase 1","Drug no longer available"
"Bexarotene","DB00307","Multiple Myeloma","C0026764","NCT01504490","Terminated","Phase 1","Drug no longer available"
"Fludarabine","DB01073","Leukemia, Myelocytic, Acute","C0023467","NCT01478074","Withdrawn","Phase 1","The treatment planned was determined to be of low feasibility as no subject was found eligible    and able to enroll after screening over 30 subjects"
"Lidocaine","DB00281","Interstitial Cystitis","C0282488","NCT01475253","Terminated","Phase 2","This study was not enrolled completely and was terminated."
"Sirolimus","DB00877","Endocrine Breast Diseases","C1449718","NCT01499160","Terminated","Phase 2","low accrual"
"Letrozole","DB01006","Endocrine Breast Diseases","C1449718","NCT01499160","Terminated","Phase 2","low accrual"
"Lapatinib","DB01259","Endocrine Breast Diseases","C1449718","NCT01499160","Terminated","Phase 2","low accrual"
"Everolimus","DB01590","Endocrine Breast Diseases","C1449718","NCT01499160","Terminated","Phase 2","low accrual"
"Sirolimus","DB00877","Neoplasm Metastasis","C0027627","NCT01499160","Terminated","Phase 2","low accrual"
