#GeneID	AssociatedGenes	RelatedGenes	ConceptID	DiseaseName	SourceName	SourceID	DiseaseMIM	LastUpdated
8557		TCAP	C0686353	Limb-girdle muscular dystrophy	SNOMED CT	93153005		16-Feb-16
8557		TCAP	C0878544	Cardiomyopathy	SNOMED CT	85898001		16-Feb-16
8557		TCAP	C2931907	"Limb-girdle muscular dystrophy, autosomal recessive"	"NCBI, ClinVar"			16-Feb-16
6938	TCF12		C3715051	Craniosynostosis 3	NCBI curation		615314	16-Feb-16
6938		TCF12	C0010278	Craniosynostosis syndrome	SNOMED CT	57219006		16-Feb-16
6929	TCF3		C4310786	"Agammaglobulinemia 8, autosomal dominant"	ClinVar		616941	26-May-16
6925	TCF4		C1970431	Pitt-Hopkins syndrome	Genetics Home Reference	pitt-hopkins-syndrome	610954	16-Feb-16
6925	TCF4		C1970431	Pitt-Hopkins syndrome	Office of Rare Diseases	4372	610954	16-Feb-16
6925	TCF4		C1970431	Pitt-Hopkins syndrome	"UCLA Clinical Genomics Center, UCLA"		610954	16-Feb-16
6925	TCF4		C2750451	"Corneal dystrophy, Fuchs endothelial, 3"	NCBI curation		613267	16-Feb-16
6934	TCF7L2		C0011860	Diabetes mellitus type 2	SNOMED CT	44054006	125853	16-Feb-16
7062	TCHH		C4310648	Uncombable hair syndrome 3	NCBI curation		617252	20-Jun-17
10312	TCIRG1		C1850127	Osteopetrosis autosomal recessive 1	Office of Rare Diseases	2579	259700	16-Feb-16
6948	TCN2		C0342701	Transcobalamin II deficiency	SNOMED CT	237934001	275350	16-Feb-16
6949	TCOF1		CN119605	Treacher Collins syndrome 1	"Genetic Services Laboratory, University of Chicago"	NM_001135243.1(TCOF1):c.386_387del	154500	4-Nov-16
6949		TCOF1	C0242387	Treacher Collins syndrome	Genetics Home Reference	treacher-collins-syndrome		16-Feb-16
6949		TCOF1	C0242387	Treacher Collins syndrome	Office of Rare Diseases	9124		16-Feb-16
6949		TCOF1	C0242387	Treacher Collins syndrome	SNOMED CT	82203000		16-Feb-16
255758	TCTEX1D2		CN241837	Short-rib thoracic dysplasia 17 with or without polydactyly	NCBI curation		617405	20-Jun-17
79600	TCTN1		C3280031	Joubert syndrome 13	NCBI curation		614173	16-Feb-16
79600		TCTN1	C0431399	Joubert syndrome	Genetics Home Reference	joubert-syndrome		28-Mar-17
79600		TCTN1	C0431399	Joubert syndrome	"Laboratory for Molecular Medicine,Partners HealthCare Personalized Medicine"	42158725		28-Mar-17
79600		TCTN1	C0431399	Joubert syndrome	Office of Rare Diseases	6802		28-Mar-17
79600		TCTN1	C0431399	Joubert syndrome	SNOMED CT	716997004		28-Mar-17
79867	TCTN2		C0431399	Joubert syndrome	Genetics Home Reference	joubert-syndrome		28-Mar-17
79867	TCTN2		C0431399	Joubert syndrome	"Laboratory for Molecular Medicine,Partners HealthCare Personalized Medicine"	42158725		28-Mar-17
79867	TCTN2		C0431399	Joubert syndrome	Office of Rare Diseases	6802		28-Mar-17
79867	TCTN2		C0431399	Joubert syndrome	SNOMED CT	716997004		28-Mar-17
79867	TCTN2		C3836857	Meckel syndrome type 8	NCBI curation		613885	16-Feb-16
79867	TCTN2		C4084841	Joubert syndrome 24	NCBI curation		616654	16-Feb-16
79867		TCTN2	C0265215	Meckel-Gruber syndrome	SNOMED CT	29076005		26-Dec-16
26123	TCTN3		C0406727	Orofacial-digital syndrome IV	SNOMED CT	239031000	258860	16-Feb-16
26123	TCTN3		C0431399	Joubert syndrome	Genetics Home Reference	joubert-syndrome		28-Mar-17
26123	TCTN3		C0431399	Joubert syndrome	"Laboratory for Molecular Medicine,Partners HealthCare Personalized Medicine"	42158725		28-Mar-17
26123	TCTN3		C0431399	Joubert syndrome	Office of Rare Diseases	6802		28-Mar-17
26123	TCTN3		C0431399	Joubert syndrome	SNOMED CT	716997004		28-Mar-17
26123	TCTN3		C3553758	Joubert syndrome 18	NCBI curation		614815	16-Feb-16
55775	TDP1		C1846574	Spinocerebellar ataxia autosomal recessive with axonal neuropathy	Office of Rare Diseases	10000	607250	16-Feb-16
51567	TDP2		C4310780	"Spinocerebellar ataxia, autosomal recessive 23"	ClinVar		616949	26-May-16
23424	TDRD7		C3151304	"Cataract, autosomal recessive congenital 4"	NCBI curation		613887	16-Feb-16
7003	TEAD1		C1862382	Sveinsson chorioretinal atrophy	NCBI curation		108985	16-Feb-16
9895	TECPR2		C3542549	"Spastic paraplegia 49, autosomal recessive"	NCBI curation		615031	16-Feb-16
9524	TECR		C3151462	"Mental retardation, autosomal recessive 14"	NCBI curation		614020	16-Feb-16
253017	TECRL		C3151463	"Ventricular tachycardia, catecholaminergic polymorphic, 3"	NCBI curation		614021	16-Feb-16
7007	TECTA		C1832187	"Deafness, autosomal dominant 12"	NCBI curation		601543	16-Feb-16
7007	TECTA		C1863655	"Deafness, autosomal recessive 21"	NCBI curation		603629	16-Feb-16
7007		TECTA	C0236038	Hereditary hearing loss and deafness	GeneTests	53589		16-Feb-16
7007		TECTA	CN043648	Nonsyndromic hearing loss and deafness	NCBI curation			28-Apr-17
7007		TECTA	CN043649	Autosomal dominant non-syndromic sensorineural deafness type DFNA	Orphanet	90635		22-Jan-17
7007		TECTA	CN043650	"Nonsyndromic Hearing Loss and Deafness, Autosomal Recessive"	GeneTests	53608		16-Feb-16
7010	TEK		C1838437	Multiple Cutaneous and Mucosal Venous Malformations	GeneReviews	NBK1967	600195	16-Feb-16
7010	TEK		C1838437	Multiple Cutaneous and Mucosal Venous Malformations	GeneTests	18738	600195	16-Feb-16
7010	TEK		C4310639	"Glaucoma 3, primary congenital, E"	NCBI curation		617272	21-Jun-17
9894	TELO2		C4310778	You-Hoover-Fong syndrome	NCBI curation		616954	22-Jun-16
55714	TENM3		C3554592	"Microphthalmia, isolated, with coloboma 9"	NCBI curation		615145	16-Feb-16
26011	TENM4		C4225223	"Tremor, hereditary essential, 5"	NCBI curation		616736	16-Feb-16
7012	TERC		C1851970	Dyskeratosis congenita autosomal dominant	Office of Rare Diseases	6299	127550	16-Feb-16
7012	TERC		C3553622	"Pulmonary fibrosis and/or bone marrow failure, telomere-related, 2"	NCBI curation		614743	24-Aug-16
7012		TERC	C0265965	Dyskeratosis congenita	SNOMED CT	74911008		16-Feb-16
7015	TERT		C0002874	Aplastic anemia	Office of Rare Diseases	5836	609135	16-Feb-16
7015	TERT		C0002874	Aplastic anemia	SNOMED CT	306058006	609135	16-Feb-16
7015	TERT		C1800706	"Idiopathic fibrosing alveolitis, chronic form"	SNOMED CT	28168000	178500	16-Feb-16
7015	TERT		C1851970	Dyskeratosis congenita autosomal dominant	Office of Rare Diseases	6299	127550	16-Feb-16
7015	TERT		C3151443	"Dyskeratosis congenita, autosomal dominant, 2"	NCBI curation		613989	16-Feb-16
7015	TERT		C3553617	"Pulmonary fibrosis and/or bone marrow failure, telomere-related, 1"	NCBI curation		614742	24-Aug-16
7015	TERT		C3554574	Cutaneous malignant melanoma 9	NCBI curation		615134	16-Feb-16
7015		TERT	C0025202	Malignant melanoma	SNOMED CT	2092003		16-Feb-16
7015		TERT	C0151779	Malignant melanoma of skin	SNOMED CT	93655004		16-Feb-16
7015		TERT	C0265965	Dyskeratosis congenita	SNOMED CT	74911008		16-Feb-16
7015		TERT	C1512419	Hereditary cutaneous melanoma	NCBI curation			16-Feb-16
54790	TET2		C0026986	Myelodysplastic syndrome	NCBI curation		614286	16-Feb-16
56159	TEX11		C1839841	"Spermatogenic failure, X-linked, 2"	NCBI curation		309120	16-Feb-16
7018	TF		C1859593	Atransferrinemia	GeneTests	319437	209300	16-Feb-16
7018	TF		C1859593	Atransferrinemia	Office of Rare Diseases	9595	209300	16-Feb-16
7019	TFAM		C4310690	Mitochondrial DNA depletion syndrome 15 (hepatocerebral type)	NCBI curation		617156	20-Jun-17
7020	TFAP2A		C0376524	Branchiooculofacial syndrome	Office of Rare Diseases	3212	113620	16-Feb-16
7020	TFAP2A		CN120488	Anophthalmia/Microphthalmia	GeneTests	24725		16-Feb-16
7021	TFAP2B		C1868570	Char syndrome	NCBI curation		169100	17-Jul-16
7021	TFAP2B		C4284595	Patent ductus arteriosus 2	NCBI curation		617035	24-Aug-16
7030	TFE3		C3275446	"Renal cell carcinoma, Xp11-associated"	NCBI curation		300854	16-Feb-16
10342	TFG		C1858338	"Neuropathy, hereditary motor and sensory, Okinawa type"	Office of Rare Diseases	10131	604484	16-Feb-16
10342	TFG		C3714897	"Spastic paraplegia 57, autosomal recessive"	NCBI curation		615658	16-Feb-16
7036	TFR2		C1858664	Hemochromatosis type 3	Office of Rare Diseases	10093	604250	16-Feb-16
7036		TFR2	CN229568	Hereditary hemochromatosis	SNOMED CT	35400008		16-Feb-16
7037	TFRC		C4225219	Immunodeficiency 46	NCBI curation		616740	16-Feb-16
7038	TG		C0342194	Iodotyrosyl coupling defect	SNOMED CT	23536000	274700	16-Feb-16
7038	TG		C1842444	Autoimmune thyroid disease 3	NCBI curation		608175	16-Feb-16
23483	TGDS		C1844887	Catel Manzke syndrome	Office of Rare Diseases	28	616145	16-Feb-16
7040	TGFB1		C0010674	Cystic fibrosis	OMIM	219700	219700	16-Feb-16
7040	TGFB1		C0010674	Cystic fibrosis	Office of Rare Diseases	6233	219700	16-Feb-16
7040	TGFB1		C0010674	Cystic fibrosis	SNOMED CT	190905008	219700	16-Feb-16
7040	TGFB1		C0011989	Diaphyseal dysplasia	SNOMED CT	34643004	131300	16-Feb-16
7040		TGFB1	CN118946	Ashkenazi Jewish disorders	NCBI curation			16-Feb-16
7042	TGFB2		C3553762	Loeys-Dietz syndrome 4	NCBI curation		614816	16-Feb-16
7042		TGFB2	C2697932	Loeys-Dietz syndrome	Genetics Home Reference	loeys-dietz-syndrome		16-Feb-16
7042		TGFB2	C2697932	Loeys-Dietz syndrome	SNOMED CT	446263001		16-Feb-16
7043	TGFB3		C1862511	"Arrhythmogenic right ventricular dysplasia, familial 1"	NCBI curation		107970	7-Aug-16
7043	TGFB3		C3810012	Loeys-Dietz syndrome 5	NCBI curation		615582	24-Aug-16
7043		TGFB3	C0349788	Arrhythmogenic right ventricular cardiomyopathy	Office of Rare Diseases	5847		16-Feb-16
7043		TGFB3	C0349788	Arrhythmogenic right ventricular cardiomyopathy	SNOMED CT	281170005		16-Feb-16
7043		TGFB3	C0878544	Cardiomyopathy	SNOMED CT	85898001		16-Feb-16
7045	TGFBI		C0339278	Reis-Bucklers' corneal dystrophy	SNOMED CT	231930000	608470	16-Feb-16
7045	TGFBI		C0521723	Corneal epithelial dystrophy	SNOMED CT	373426005	121820	16-Feb-16
7045	TGFBI		C1275685	Avellino corneal dystrophy	Office of Rare Diseases	9278	607541	16-Feb-16
7045	TGFBI		C1275685	Avellino corneal dystrophy	SNOMED CT	397568004	607541	16-Feb-16
7045	TGFBI		C1562894	Thiel-Behnke corneal dystrophy	SNOMED CT	417065002	602082	16-Feb-16
7045	TGFBI		C1641846	Groenouw corneal dystrophy type I	SNOMED CT	419039007	121900	16-Feb-16
7045	TGFBI		C1690006	Lattice corneal dystrophy Type I	SNOMED CT	419197009	122200	16-Feb-16
7045	TGFBI		C1837974	Lattice corneal dystrophy type 3A	Office of Rare Diseases	10320	608471	16-Feb-16
7046	TGFBR1		C0546476	Multiple self healing squamous epithelioma	Office of Rare Diseases	3090	132800	16-Feb-16
7046	TGFBR1		CN118826	Thoracic aortic aneurysm and aortic dissection	GeneTests	3358		16-Feb-16
7048	TGFBR2		C0546837	Malignant tumor of esophagus	SNOMED CT	363402007	133239	16-Feb-16
7048	TGFBR2		C1860896	Hereditary nonpolyposis colorectal cancer type 6	NCBI curation		614331	16-Feb-16
7048	TGFBR2		C2674876	Loeys-Dietz syndrome 2	"UCLA Clinical Genomics Center, UCLA"		610168	16-Feb-16
7048	TGFBR2		CN118826	Thoracic aortic aneurysm and aortic dissection	GeneTests	3358		16-Feb-16
7048		TGFBR2	C0699790	Carcinoma of colon	SNOMED CT	269533000	114500	16-Feb-16
7048		TGFBR2	C1333990	Lynch syndrome	GeneTests	2622		16-Feb-16
7048		TGFBR2	C1333990	Lynch syndrome	Genetics Home Reference	lynch-syndrome		16-Feb-16
7048		TGFBR2	C1333990	Lynch syndrome	Office of Rare Diseases	9905		16-Feb-16
7048		TGFBR2	C2697932	Loeys-Dietz syndrome	Genetics Home Reference	loeys-dietz-syndrome		16-Feb-16
7048		TGFBR2	C2697932	Loeys-Dietz syndrome	SNOMED CT	446263001		16-Feb-16
7048		TGFBR2	CN029768	Familial colorectal cancer	Office of Rare Diseases	8533		16-Feb-16
7050	TGIF1		C1840528	Holoprosencephaly 4	NCBI curation		142946	16-Feb-16
7050		TGIF1	C0079541	Holoprosencephaly sequence	SNOMED CT	30915001		16-Feb-16
7051	TGM1		C3536797	Autosomal recessive congenital ichthyosis 1	NCBI curation		242300	16-Feb-16
7051		TGM1	C0020758	Congenital ichthyosis of skin	SNOMED CT	13059002		16-Feb-16
7053	TGM3		C4310649	Uncombable hair syndrome 2	NCBI curation		617251	20-Jun-17
9333	TGM5		C1853354	"Peeling skin syndrome, acral type"	NCBI curation		609796	16-Feb-16
343641	TGM6		C3888031	Spinocerebellar ataxia 35	NCBI curation		613908	16-Feb-16
7054	TH		C1854299	"Segawa syndrome, autosomal recessive"	Office of Rare Diseases	1902	605407	16-Feb-16
55145	THAP1		C1414216	"Dystonia 6, torsion"	Office of Rare Diseases	9630	602629	16-Feb-16
7056	THBD		C1861173	Thrombophilia due to thrombomodulin defect	NCBI curation		614486	16-Feb-16
7056	THBD		C2752036	Atypical hemolytic-uremic syndrome 6	NCBI curation		612926	16-Feb-16
7056		THBD	C0019061	Hemolytic uremic syndrome	Office of Rare Diseases	6588		16-Feb-16
7056		THBD	C0019061	Hemolytic uremic syndrome	SNOMED CT	111407006		16-Feb-16
7056		THBD	C2931788	Atypical hemolytic uremic syndrome	MeSH	C538266		16-Feb-16
7056		THBD	C2931788	Atypical hemolytic uremic syndrome	"Richard Lifton Laboratory, Yale University School of Medicine"			16-Feb-16
7058	THBS2		C0158252	Intervertebral disc disorder	SNOMED CT	36427004	603932	16-Feb-16
57187	THOC2		C0796218	"Mental retardation, X-linked 12"	NCBI curation		300957	16-Feb-16
79228	THOC6		C3150939	Beaulieu-Boycott-Innes syndrome	NCBI curation		613680	16-Feb-16
7066	THPO		C0040028	Essential thrombocythemia	Office of Rare Diseases	6594	187950	16-Feb-16
7067	THRA		C3280817	"Hypothyroidism, congenital, nongoitrous, 6"	NCBI curation		614450	16-Feb-16
7068	THRB		C1840364	"Thyroid hormone resistance, selective pituitary"	NCBI curation		145650	16-Feb-16
7068	THRB		C2937288	"Thyroid hormone resistance, generalized, autosomal dominant"	NCBI curation		188570	16-Feb-16
7068	THRB		C3489796	"Thyroid hormone resistance, generalized, autosomal recessive"	NCBI curation		274300	16-Feb-16
7072	TIA1		C0221054	Gower's muscular dystrophy	SNOMED CT	58795000	604454	16-Feb-16
148022	TICAM1		C3553869	"Herpes simplex encephalitis, susceptibility to, 4"	NCBI curation		614850	16-Feb-16
1678	TIMM8A		C0796074	Mohr-Tranebjaerg syndrome	Office of Rare Diseases	8331	304700	16-Feb-16
1678	TIMM8A		C1839564	Jensen syndrome	Office of Rare Diseases	3046	311150	16-Feb-16
1678		TIMM8A	C0236038	Hereditary hearing loss and deafness	GeneTests	53589		16-Feb-16
51300	TIMMDC1		C1838979	Mitochondrial complex I deficiency	Office of Rare Diseases	3908	252010	16-Feb-16
51300		TIMMDC1	C0236038	Hereditary hearing loss and deafness	GeneTests	53589		16-Feb-16
51300		TIMMDC1	C0751651	Mitochondrial diseases	NCBI curation			16-Feb-16
7078	TIMP3		C1850938	Sorsby fundus dystrophy	NCBI curation	136900	136900	16-Feb-16
26277	TINF2		C1327916	Revesz syndrome	Office of Rare Diseases	4695	268130	16-Feb-16
26277	TINF2		C1851970	Dyskeratosis congenita autosomal dominant	Office of Rare Diseases	6299	127550	16-Feb-16
26277	TINF2		C3151445	"Dyskeratosis congenita, autosomal dominant, 3"	NCBI curation		613990	16-Feb-16
26277		TINF2	C0265965	Dyskeratosis congenita	SNOMED CT	74911008		16-Feb-16
114609	TIRAP		C1834752	"Mycobacterium tuberculosis, susceptibility to"	NCBI curation		607948	16-Feb-16
114609	TIRAP		C1835828	"Invasive pneumococcal disease, recurrent isolated, 1"	NCBI curation		610799	16-Feb-16
114609	TIRAP		C1970028	Susceptibility to malaria	NCBI curation		611162	16-Feb-16
114609	TIRAP		C3280645	"Bacteremia, susceptibility to, 1"	NCBI curation		614382	16-Feb-16
9414	TJP2		C1843139	"Hypercholanemia, familial"	NCBI curation		607748	16-Feb-16
9414	TJP2		C2931067	Progressive familial intrahepatic cholestasis 4	Office of Rare Diseases	9803	615878	16-Feb-16
7084	TK2		C3149750	Mitochondrial DNA depletion syndrome 2	NCBI curation		609560	16-Feb-16
7084	TK2		C4310734	"Progressive external ophthalmoplegia with mitochondrial DNA deletions, autosomal recessive 3"	NCBI curation		617069	24-Aug-16
7086	TKT		C4310751	"Short stature, developmental delay, and congenital heart defects"	NCBI curation		617044	24-Aug-16
79816	TLE6		C4225197	Preimplantation embryonic lethality 1	NCBI curation		616814	20-Jun-17
7092	TLL1		C2751315	Atrial septal defect 6	NCBI curation		613087	16-Feb-16
7092		TLL1	C0018817	Atrial septal defect	NCBI curation			16-Feb-16
7096	TLR1		C2750733	Leprosy 5	NCBI curation		613223	16-Feb-16
7097	TLR2		C1834752	"Mycobacterium tuberculosis, susceptibility to"	NCBI curation		607948	16-Feb-16
7097	TLR2		C1968668	Leprosy 3	NCBI curation		246300	16-Feb-16
7098	TLR3		C1836230	"Human immunodeficiency virus type 1, susceptibility to"	NCBI curation		609423	16-Feb-16
7099	TLR4		C1969108	Age-related macular degeneration 10	NCBI curation		611488	16-Feb-16
7099		TLR4	C0242383	Age-related macular degeneration	SNOMED CT	267718000		16-Feb-16
7100	TLR5		C1837872	Legionellosis	Office of Rare Diseases	6876	608556	16-Feb-16
7100	TLR5		C1866373	Systemic lupus erythematosus 1	NCBI curation		601744	16-Feb-16
7100	TLR5		C3809925	"Melioidosis, susceptibility to"	NCBI curation		615557	16-Feb-16
7100		TLR5	C0024141	Systemic lupus erythematosus	SNOMED CT	55464009	152700	16-Feb-16
79853	TM4SF20		C3809483	Specific language impairment 5	NCBI curation		615432	16-Feb-16
117531	TMC1		C1832978	"Deafness, autosomal recessive 7"	NCBI curation		600974	16-Feb-16
117531	TMC1		C1847626	"Deafness, autosomal dominant 36"	NCBI curation		606705	16-Feb-16
117531		TMC1	C0236038	Hereditary hearing loss and deafness	GeneTests	53589		16-Feb-16
117531		TMC1	CN043648	Nonsyndromic hearing loss and deafness	NCBI curation			28-Apr-17
117531		TMC1	CN043649	Autosomal dominant non-syndromic sensorineural deafness type DFNA	Orphanet	90635		22-Jan-17
117531		TMC1	CN043650	"Nonsyndromic Hearing Loss and Deafness, Autosomal Recessive"	GeneTests	53608		16-Feb-16
11322	TMC6		C0014522	EPIDERMODYSPLASIA VERRUCIFORMIS	OMIM	226400	226400	25-May-16
11322	TMC6		C0014522	EPIDERMODYSPLASIA VERRUCIFORMIS	Office of Rare Diseases	6357	226400	25-May-16
11322	TMC6		C0014522	EPIDERMODYSPLASIA VERRUCIFORMIS	SNOMED CT	19138001	226400	25-May-16
147138	TMC8		C0014522	EPIDERMODYSPLASIA VERRUCIFORMIS	OMIM	226400	226400	25-May-16
147138	TMC8		C0014522	EPIDERMODYSPLASIA VERRUCIFORMIS	Office of Rare Diseases	6357	226400	25-May-16
147138	TMC8		C0014522	EPIDERMODYSPLASIA VERRUCIFORMIS	SNOMED CT	19138001	226400	25-May-16
84314	TMEM107		CN317534	MECKEL SYNDROME 13	OMIM	617562	617562	15-Jul-17
84314	TMEM107		CN317535	OROFACIODIGITAL SYNDROME XVI	OMIM	617563	617563	15-Jul-17
84233	TMEM126A		C2751812	Optic atrophy 7	NCBI curation		612989	16-Feb-16
55863	TMEM126B		C1838979	Mitochondrial complex I deficiency	Office of Rare Diseases	3908	252010	16-Feb-16
55863		TMEM126B	C0236038	Hereditary hearing loss and deafness	GeneTests	53589		16-Feb-16
55863		TMEM126B	C0751651	Mitochondrial diseases	NCBI curation			16-Feb-16
55654	TMEM127		C0031511	Pheochromocytoma	Office of Rare Diseases	7385	171300	16-Feb-16
51524	TMEM138		C0431399	Joubert syndrome	Genetics Home Reference	joubert-syndrome		28-Mar-17
51524	TMEM138		C0431399	Joubert syndrome	"Laboratory for Molecular Medicine,Partners HealthCare Personalized Medicine"	42158725		28-Mar-17
51524	TMEM138		C0431399	Joubert syndrome	Office of Rare Diseases	6802		28-Mar-17
51524	TMEM138		C0431399	Joubert syndrome	SNOMED CT	716997004		28-Mar-17
51524	TMEM138		C3280906	Joubert syndrome 16	NCBI curation		614465	16-Feb-16
55858	TMEM165		C0282577	Congenital disorder of glycosylation	Genetic Testing Registry (GTR)	GTR000502771		16-Feb-16
55858	TMEM165		C0282577	Congenital disorder of glycosylation	Orphanet	137		16-Feb-16
55858	TMEM165		C3553571	Congenital disorder of glycosylation type 2k	NCBI curation		614727	16-Feb-16
340061	TMEM173		C4014722	"Sting-associated vasculopathy, infantile-onset"	NCBI curation		615934	16-Feb-16
147007	TMEM199		C4225190	"CONGENITAL DISORDER OF GLYCOSYLATION, TYPE IIp"	OMIM	616829	616829	2-Mar-16
51259	TMEM216		C1842577	Joubert syndrome 2	Office of Rare Diseases	10167	608091	16-Feb-16
51259	TMEM216		C1864148	Meckel syndrome type 2	Office of Rare Diseases	8743	603194	16-Feb-16
51259		TMEM216	C0265215	Meckel-Gruber syndrome	SNOMED CT	29076005		26-Dec-16
51259		TMEM216	C0431399	Joubert syndrome	Genetics Home Reference	joubert-syndrome		28-Mar-17
51259		TMEM216	C0431399	Joubert syndrome	"Laboratory for Molecular Medicine,Partners HealthCare Personalized Medicine"	42158725		28-Mar-17
51259		TMEM216	C0431399	Joubert syndrome	Office of Rare Diseases	6802		28-Mar-17
51259		TMEM216	C0431399	Joubert syndrome	SNOMED CT	716997004		28-Mar-17
79583	TMEM231		C0431399	Joubert syndrome	Genetics Home Reference	joubert-syndrome		28-Mar-17
79583	TMEM231		C0431399	Joubert syndrome	"Laboratory for Molecular Medicine,Partners HealthCare Personalized Medicine"	42158725		28-Mar-17
79583	TMEM231		C0431399	Joubert syndrome	Office of Rare Diseases	6802		28-Mar-17
79583	TMEM231		C0431399	Joubert syndrome	SNOMED CT	716997004		28-Mar-17
79583	TMEM231		C3554235	Joubert syndrome 20	NCBI curation		614970	16-Feb-16
79583	TMEM231		C3809352	"Meckel syndrome, type 11"	NCBI curation		615397	16-Feb-16
65062	TMEM237		C0431399	Joubert syndrome	Genetics Home Reference	joubert-syndrome		28-Mar-17
65062	TMEM237		C0431399	Joubert syndrome	"Laboratory for Molecular Medicine,Partners HealthCare Personalized Medicine"	42158725		28-Mar-17
65062	TMEM237		C0431399	Joubert syndrome	Office of Rare Diseases	6802		28-Mar-17
65062	TMEM237		C0431399	Joubert syndrome	SNOMED CT	716997004		28-Mar-17
65062	TMEM237		C3280766	Joubert syndrome 14	NCBI curation		614424	16-Feb-16
339453	TMEM240		C1843891	Spinocerebellar ataxia 21	Office of Rare Diseases	9999	607454	16-Feb-16
54916	TMEM260		CN243983	Structural heart defects and renal anomalies syndrome	NCBI curation		617478	20-Jun-17
55151	TMEM38B		C3554428	"Osteogenesis imperfecta, type xiv"	NCBI curation		615066	24-Aug-16
79188	TMEM43		C1858379	"Arrhythmogenic right ventricular cardiomyopathy, type 5"	NCBI curation		604400	16-Feb-16
79188	TMEM43		C3553060	"Emery-Dreifuss muscular dystrophy 7, autosomal dominant"	NCBI curation		614302	16-Feb-16
79188		TMEM43	C0349788	Arrhythmogenic right ventricular cardiomyopathy	Office of Rare Diseases	5847		16-Feb-16
79188		TMEM43	C0349788	Arrhythmogenic right ventricular cardiomyopathy	SNOMED CT	281170005		16-Feb-16
79188		TMEM43	C0878544	Cardiomyopathy	SNOMED CT	85898001		16-Feb-16
10329	TMEM5		C3554381	"Muscular dystrophy-dystroglycanopathy (congenital with brain and eye anomalies), type a, 10"	NCBI curation		615041	24-Aug-16
91147	TMEM67		C0752166	Bardet-Biedl syndrome	Genetics Home Reference	bardet-biedl-syndrome	209900	16-Feb-16
91147	TMEM67		C0752166	Bardet-Biedl syndrome	Office of Rare Diseases	6866	209900	16-Feb-16
91147	TMEM67		C0752166	Bardet-Biedl syndrome	SNOMED CT	5619004	209900	16-Feb-16
91147	TMEM67		C1846357	Meckel syndrome type 3	Office of Rare Diseases	8744	607361	16-Feb-16
91147	TMEM67		C1853153	Joubert syndrome 6	NCBI curation		610688	16-Feb-16
91147	TMEM67		C1857662	COACH syndrome	Office of Rare Diseases	1410	216360	16-Feb-16
91147	TMEM67		C2673874	Bardet-Biedl syndrome 14	NCBI curation		615991	16-Feb-16
91147	TMEM67		C3150796	Nephronophthisis 11	NCBI curation		613550	16-Feb-16
91147		TMEM67	C0265215	Meckel-Gruber syndrome	SNOMED CT	29076005		26-Dec-16
91147		TMEM67	C0431399	Joubert syndrome	Genetics Home Reference	joubert-syndrome		28-Mar-17
91147		TMEM67	C0431399	Joubert syndrome	"Laboratory for Molecular Medicine,Partners HealthCare Personalized Medicine"	42158725		28-Mar-17
91147		TMEM67	C0431399	Joubert syndrome	Office of Rare Diseases	6802		28-Mar-17
91147		TMEM67	C0431399	Joubert syndrome	SNOMED CT	716997004		28-Mar-17
91147		TMEM67	C0687120	Nephronophthisis	GeneTests	72016		16-Feb-16
91147		TMEM67	C0687120	Nephronophthisis	SNOMED CT	204958008		16-Feb-16
54968	TMEM70		C3279699	Nuclearly-encoded mitochondrial complex V (ATP synthase) deficiency 2	NCBI curation		614052	16-Feb-16
54968		TMEM70	C0236038	Hereditary hearing loss and deafness	GeneTests	53589		16-Feb-16
54968		TMEM70	C0342779	Complex V deficiency	SNOMED CT	237992004		16-Feb-16
54968		TMEM70	C0751651	Mitochondrial diseases	NCBI curation			16-Feb-16
26022	TMEM98		C4014848	Nanophthalmos 4	NCBI curation		615972	16-Feb-16
259236	TMIE		C1832992	"Deafness, autosomal recessive 6"	NCBI curation		600971	16-Feb-16
259236		TMIE	C0236038	Hereditary hearing loss and deafness	GeneTests	53589		16-Feb-16
259236		TMIE	CN043648	Nonsyndromic hearing loss and deafness	NCBI curation			28-Apr-17
259236		TMIE	CN043650	"Nonsyndromic Hearing Loss and Deafness, Autosomal Recessive"	GeneTests	53608		16-Feb-16
55217	TMLHE		C3550875	"Autism, susceptibility to, X-linked 6"	NCBI curation		300872	24-Aug-16
7112	TMPO		C0007193	Primary dilated cardiomyopathy	SNOMED CT	195021004		16-Feb-16
7112	TMPO		C3151039	Dilated cardiomyopathy 1T	NCBI curation		613740	16-Feb-16
7112		TMPO	C0340427	Familial dilated cardiomyopathy	Orphanet	217607		16-Feb-16
7112		TMPO	C0878544	Cardiomyopathy	SNOMED CT	85898001		16-Feb-16
5651	TMPRSS15		C0268416	Enterokinase deficiency	SNOMED CT	190952002	226200	16-Feb-16
164656	TMPRSS6		C0085576	Microcytic anemia	SNOMED CT	234349007	206200	16-Feb-16
160418	TMTC3		C4310646	Lissencephaly 8	NCBI curation		617255	20-Jun-17
3371	TNC		C3810170	"Deafness, autosomal dominant 56"	NCBI curation		615629	16-Feb-16
7124	TNF		C0149931	Migraine	SNOMED CT	37796009	157300	16-Feb-16
7124	TNF		C1869116	"Asthma, susceptibility to"	Genetic Testing Registry (GTR)	GTR000503198	600807	16-Feb-16
7124	TNF		C1869116	"Asthma, susceptibility to"	"Laboratory for Molecular Diagnostics,Center for Nephrology and Metabolic Disorders"		600807	16-Feb-16
7124	TNF		C1970028	Susceptibility to malaria	NCBI curation		611162	16-Feb-16
