rank	phenotype	cui	assoc in neigh	assoc in intom	probability	Benjamini-Hochberg	Expected P-Value	genes	
434	Abnormality of lung morphology	C4021760	27	651	6.84257983607e-10	7.786149982059562e-05	8.89586603872e-05	CBL,CD3G,HRAS,PDGFRB,EGFR,JAK3,PIK3R1,IL2RA,IL2RG,SOS1,PDGFRA,ERBB2,FGFR1,OCRL,RET,CD3D,KRAS,TFRC,PIK3CA,KITLG,PTPN11,FGFR3,CSF2RB,SCARB2,JAK2,NRAS,FGF20
435	Renal agenesis	C0542519	11	97	6.85107859333e-10	7.804090419806244e-05	0.000105520273571	GDNF,FGF17,SPRY1,FGF8,FGFR1,RET,PTPN11,FGFR3,FGF10,FGF20,FGFR2
437	Anaplasia	C0002793	16	231	6.92774393407e-10	7.839971295299606e-05	0.00021229546304	EGFR,KIT,HGF,SOS1,FGF2,EREG,ERBB2,FGFR1,ANGPT1,RET,PIK3CA,EGF,NRG1,SRC,FGF1,TEK
438	Anaplastic large cell lymphoma, ALK negative	C0206180	17	263	6.97664259697e-10	7.857911733046287e-05	0.000157084714656	JAK1,CLTCL1,PDGFRB,HSP90AA1,FGFR4,JAK3,KIT,CLTC,CALM3,IL2RA,CSF2,PIK3CB,PIK3CA,CDC42,PTPN11,IL2,NCAM1
439	Medullary thyroid carcinoma	C0238462	15	201	7.60321916538e-10	7.875852170792967e-05	9.28348474838e-05	HRAS,PDGFRB,HSP90AA1,EGFR,SPRY1,CALM3,MET,GFRA1,ERBB2,RET,KRAS,PIK3CB,PIK3CA,EGF,IL2
440	Tobacco Use Disorder	C0040336	69	3066	7.65276619852e-10	7.893792608539649e-05	0.000171581769437	CBL,KL,JAK1,SPTBN4,SPTA1,GRIN2B,CLTCL1,EGFR,WNT5A,IGF2R,SLIT2,MEMO1,SYT9,SPTAN1,APOB,GPNMB,ROBO1,PIK3R1,DAB2,AMPH,LRP2,GRIN2A,CHRM2,SHC1,SPTB,CAMK2B,GFRA1,ARRB2,SGIP1,SOS1,TF,EPN2,PDGFRA,FGFR1,ACTN2,SLC18A3,HIP1R,RET,ERBB4,CAMK2D,FGF23,SNX9,FNBP1,RASGRP3,SH3GL2,SYT1,SHC3,RASGRF2,ABCB1,FNBP1L,SPTBN1,SPTBN5,EGF,GRB2,CAMK2A,LRRK2,AKAP9,NRG1,JAK2,PACSIN2,NRAS,AAK1,FGF20,ARRB1,TEK,FGFR2,NCAM1,PIK3C2A,IL2RB
442	Parkinsonism	C0242422	16	233	7.76013586723e-10	7.92967348403301e-05	0.000223993515266	GDNF,PDGFRB,EGFR,GFRA2,LRP2,GFRA1,ABL1,DNAJC6,CSF2,RET,PDGFB,NEFL,LRRK2,SRC,SYNJ1,FYN
443	Pancreatic Ductal Adenocarcinoma	C1335302	25	567	7.80890241359e-10	7.947613921779693e-05	0.000129483282675	CBL,FGFR4,EGFR,SLIT2,FGF7,ROBO1,PIK3R1,MET,HGF,GPC1,ERBB2,FGFR1,CSF2,AP2A1,KRAS,FGF19,PIK3CB,PIK3CA,SYT1,KITLG,ERBB3,PSPN,EGF,IL2,FGFR2
444	Malignant tumor of cervix	C0007847	32	889	7.88980880628e-10	7.965554359526373e-05	0.000161237785016	KL,TRIP10,HRAS,HSP90AA1,EGFR,JAK3,WNT5A,SLIT2,CALM3,RAB5A,HGF,SOS1,FGF2,ERBB2,ANGPT1,ERBB4,KRAS,PIK3CB,TFRC,PIK3CA,SYT1,CDC42,KITLG,UBB,PTPN11,ABCB1,FGFR3,EGF,IL2,JAK2,RASGRF1,FGFR2
445	Peripheral T-Cell Lymphoma	C0079774	12	122	8.46748449135e-10	7.983494797273054e-05	0.000125834022201	FGFR4,PDGFRA,CSF2,ANGPT1,PIK3CB,PIK3CA,ABCB1,FGFR3,FYN,TEK,NCAM1,IL2RB
447	Hodgkin Disease	C0019829	21	409	8.62381388522e-10	8.019375672766416e-05	0.000147687217018	KL,TRIP10,GRIN2B,PIK3R1,MET,HGF,SOS1,FGF2,PDGFRA,ERBB2,RET,HGS,KRAS,PIK3CB,PIK3CA,PTPN11,ABCB1,IL5,IL2,JAK2,FGFR2
449	Abnormality of the face	C4025871	49	1817	9.2238638949e-10	8.055256548259777e-05	0.000213669278253	CBL,GDNF,HRAS,FGF17,PDGFRB,EGFR,JAK3,WNT5A,KIT,APOB,PIK3R1,LRP2,IL2RA,FGF3,FGF5,IL2RG,SOS1,FGF8,FGFR1,DNAJC6,OCRL,RET,DNM2,ERBB4,SPTBN2,FGF23,KRAS,PDGFB,TFRC,PIK3CA,NEFL,CDC42,KITLG,UBB,PTPN11,FGFR3,SCARB2,PIK3R2,BIN1,JAK2,SRC,NRAS,AVP,SYNJ1,FGF10,FGF20,TEK,FGFR2,IL2RB
450	Lymphoproliferative disorder	C0024314	16	236	9.45348133108e-10	8.07319698600646e-05	0.000117926771279	JAK1,JAK3,KIT,LAT,IL2RA,ABL1,ERBB2,PIK3CB,PIK3CA,ABCB1,IL5,IL2,JAK2,NRAS,NCAM1,IL2RB
451	Carcinoma of cervix	C0302592	35	1045	9.52647294383e-10	8.09113742375314e-05	0.000196827978853	KL,TRIP10,HRAS,HSP90AA1,EGFR,JAK3,WNT5A,SLIT2,FGF7,GPNMB,ROBO1,CALM3,RAB5A,HGF,SOS1,FGF2,ERBB2,ANGPT1,DNM2,ERBB4,KRAS,PIK3CB,TFRC,PIK3CA,SYT1,CDC42,UBB,PTPN11,FGFR3,ERBB3,EGF,IL2,JAK2,RASGRF1,FGFR2
452	Intraocular melanoma	C0220633	15	206	1.00108543677e-09	8.109077861499821e-05	0.000114033830431	HSP90AA1,EGFR,KIT,MET,HGF,IRS1,FGF2,FGFR1,CSF2,PIK3CB,PIK3CA,ABCB1,EGF,IL2,NRAS
453	Hirschsprung Disease	C0019569	14	178	1.07164832563e-09	8.127018299246501e-05	0.00010775591887	GDNF,RASGEF1A,KIT,GFRA2,ROBO1,GFRA1,GFRA4,DVL2,RET,KITLG,NRTN,PSPN,NRG1,ARTN
455	Fibrous tissue neoplasm	C0206643	8	45	1.11380904499e-09	8.162899174739864e-05	0.000134328287603	HRAS,PDGFRB,KIT,SOS1,PDGFRA,KRAS,PIK3CA,NRAS
456	Acute kidney injury	C0022660	17	270	1.11569498085e-09	8.180839612486544e-05	0.000128781998726	KL,EGFR,HBEGF,GPNMB,LRP2,AGFG1,MET,IL2RG,HGF,ABL1,SOS1,FGF23,PIK3CB,ABCB1,EGF,AVP,ADRB2
457	Premature Birth	C0151526	20	376	1.11797038294e-09	8.198780050233225e-05	0.000105409852541	KL,IL3,HRAS,IGF2R,FZD4,APOB,IL2RA,IRS1,IL3RA,FGF2,CSF2,IL5RA,KRAS,PDGFB,IL5,IL2,FGF4,FGF1,IL2RB,ADRB2
458	Hormone refractory prostate cancer	C1328504	10	81	1.18543364014e-09	8.216720487979907e-05	0.000116040514495	GAK,EGFR,FGF8,ERBB2,CSF2,PIK3CB,PIK3CA,ERBB3,IL2,FGFR2
459	Pleural Mesothelioma	C0812413	16	240	1.25797139372e-09	8.234660925726588e-05	0.00027618765714	PDGFRB,EGFR,FZD4,MET,IL2RA,HGF,IRS1,SOS1,FGFR1,ANGPT1,RET,PIK3CB,PIK3CA,CLTA,SYT1,EGF
462	Neuroectodermal neoplasm	C0206093	11	104	1.47479706225e-09	8.288482238966631e-05	0.000131545389376	GDNF,HRAS,EGFR,MET,HGF,ERBB2,RET,KRAS,PIK3CA,PTPN11,SRC
464	Neoplasm Recurrence, Local	C0027643	17	277	1.60604207711e-09	8.324363114459992e-05	0.000239342061094	FGF9,HRAS,EGFR,FZD4,KIT,FGF5,FGF2,PDGFRA,ERBB2,RET,CD4,KRAS,PIK3CA,FGFR3,EGF,IL2,NRAS
466	Leukemia, T-cell acute lymphoblastoid (2)	C0023492	19	348	1.64242963674e-09	8.360243989953355e-05	0.000196008045041	IL3,HSP90AA1,JAK3,WNT5A,MET,IL2RA,IL2RG,HGF,PIK3CB,PIK3CA,SYT1,RASGRP1,IL5,PTPRA,IL2,JAK2,NRAS,NCAM1,IL2RB
467	Abnormality of the eyelid	C4021803	28	725	1.71420622141e-09	8.378184427700037e-05	0.000125545485062	CBL,GDNF,HRAS,PDGFRB,EGFR,WNT5A,KIT,APOB,PIK3R1,LRP2,FGF3,FGF5,SOS1,FGFR1,OCRL,RET,KRAS,PIK3CA,CDC42,KITLG,PTPN11,FGFR3,PIK3R2,NRAS,SYNJ1,FGF10,FGF20,FGFR2
468	Abnormality of blood and blood-forming tissues	C0241657	40	1335	1.72275116395e-09	8.396124865446717e-05	0.00012548333367	CBL,CD3G,HRAS,SPTA1,PDGFRB,JAK3,FZD4,KIT,APOB,PIK3R1,SPTB,IL2RA,IL2RG,ABL1,SOS1,TF,PDGFRA,FGFR1,ACTN2,OCRL,LDLRAP1,RET,DNM2,CD4,CD3D,KRAS,PDGFB,TFRC,PIK3CA,CDC42,KITLG,PTPN11,FGFR3,SCARB2,PIK3R2,JAK2,SRC,NRAS,TEK,FGFR2
470	Melanocytic nevus of skin	C3665593	8	47	1.76819925368e-09	8.43200574094008e-05	0.00013939673514	HRAS,KIT,LRP2,HGF,SOS1,FGF2,EGF,NRAS
471	Choriocarcinoma	C0008497	17	279	1.82273052207e-09	8.44994617868676e-05	0.000139587242026	PDGFRB,EGFR,FGF7,DAB2,FGF2,FGF8,ERBB2,FGFR1,ERBB4,PIK3CB,PIK3CA,ERBB3,EGF,FGF4,JAK2,PDGFA,FGFR2
472	Leiomyoma	C0023267	18	316	2.0444829163e-09	8.467886616433442e-05	0.000100842328404	HRAS,EGFR,KIT,CALM3,FGF2,PDGFRA,ERBB2,FGFR1,CSF2,ANGPT1,KRAS,FGFR3,ERBB3,EGF,IL2,GRB2,FGF1,TEK
474	Neck Neoplasms	C0027533	8	48	2.08051031958e-09	8.503767491926804e-05	0.000186719971798	HRAS,EGFR,ERBB2,KRAS,PDGFB,PIK3CA,CTTN,IL5
475	Cancer of Head and Neck	C0278996	21	430	2.12915785003e-09	8.521707929673485e-05	0.000165282527276	HRAS,HSP90AA1,FGFR4,EGFR,IGF2R,ROBO1,MET,FGF2,ERBB2,CSF2,KRAS,PDGFB,PIK3CB,PIK3CA,NEFL,PTPN11,ABCB1,ERBB3,EGF,IL2,AVP
476	Abnormality of the inner ear	C4021809	26	641	2.16085660476e-09	8.539648367420165e-05	0.000206851898727	GDNF,HRAS,FGF17,PDGFRB,DIAPH1,PIK3R1,LRP2,CALM3,FGF3,HGF,SOS1,FGF8,FGFR1,ACTN2,RET,KRAS,PDGFB,CDC42,KITLG,NRTN,PTPN11,FGFR3,JAK2,NRAS,FGF10,FGFR2
477	Pulmonary fibrosis and/or bone marrow failure, telomere-related, 4	C0034069	20	392	2.25775576013e-09	8.557588805166846e-05	8.67433118112e-05	EGFR,SLIT2,FGF7,IL2RA,HGF,SOS1,FGF2,ERBB2,CSF2,ANGPT1,PDGFB,PIK3CB,PIK3CA,ERBB3,IL5,EGF,IL2,SRC,PDGFA,FGF1
478	Teratoma	C0039538	11	108	2.29238139582e-09	8.575529242913526e-05	0.000253076611521	IL3,GDNF,KIT,CALM3,GFRA1,FGF2,PICALM,CSF2,KITLG,FGFR3,NCAM1
479	Noonan syndrome 1	C0028326	9	66	2.31973318332e-09	8.593469680660208e-05	0.000147387158505	CBL,HRAS,PDGFRB,GPNMB,SOS1,KRAS,PTPN11,NRAS,RASGRF1
480	Metastatic malignant neoplasm to brain	C0220650	12	133	2.35772812385e-09	8.61141011840689e-05	0.000199671037548	EGFR,SLIT2,MET,ERBB2,FGFR1,CSF2,KRAS,PIK3CA,ERBB3,EGF,NRG1,NRAS
483	Huntington's chorea	C0020179	18	320	2.5215672883e-09	8.665231431646932e-05	0.000134397918337	KL,TRIP10,GDNF,GRIN2B,FZD4,IRS2,GRIN2A,DLG4,HGF,SOS1,FGF2,GRIN1,RET,RPS27A,TFRC,HIP1,UBC,FGFR2
484	Cancer Cell Growth	C1516170	18	320	2.5215672883e-09	8.683171869393613e-05	0.000157575757576	TRIP10,FGFR4,EGFR,FZD4,IRS2,MET,IRS1,SOS1,ERBB2,ERBB4,KRAS,PIK3CB,PIK3CA,CDC42,FGFR3,EGF,AVP,RASGRF1
485	 {Aerodigestive tract cancer, squamous cell, alcohol-related, protection against} (3)	C0751688	12	134	2.6176606438e-09	8.701112307140295e-05	0.000139732685298	EGFR,PIK3R1,MET,FGF3,CSF2,ERBB4,KRAS,PIK3CB,PIK3CA,ABCB1,EGF,IL2
486	Gastric Adenocarcinoma	C0278701	17	286	2.63505539611e-09	8.719052744886975e-05	0.000145327569006	FGF9,EGFR,FGF7,HBEGF,PIK3R1,CALM3,MET,IL2RA,FGF2,ERBB2,FGFR1,AP2A1,PIK3CA,EGF,PLCG1,FGFR2,ADRB2
487	Germ cell neoplasia	C0205851	16	252	2.63637689457e-09	8.736993182633657e-05	0.000147370135157	GDNF,HRAS,PDGFRB,EGFR,KIT,FGF3,ERBB2,RET,KRAS,PIK3CA,KITLG,FGFR3,VAMP7,FGF4,NRAS,FGFR2
488	Carcinoid tumor no ICD-O subtype	C0334299	10	87	2.65244382014e-09	8.754933620380337e-05	9.87993783768e-05	EGFR,FGF3,ERBB2,RET,ERBB4,PIK3CB,PIK3CA,ERBB3,EGF,PDGFA
490	Pilocytic Astrocytoma	C0334583	10	88	3.02667668706e-09	8.7908144958737e-05	0.000149560245154	EGFR,KIT,ERBB2,FGFR1,ERBB4,KRAS,PIK3CB,PIK3CA,ERBB3,NCAM1
491	Hypertelorism	C0020534	21	439	3.11247039253e-09	8.80875493362038e-05	0.000251515034682	CBL,HRAS,FGF17,WNT5A,PIK3R1,LRP2,FGF3,SOS1,FGF8,FGFR1,RET,KRAS,PIK3CA,PTPN11,FGFR3,PIK3R2,NRAS,AVP,FGF10,FGF20,FGFR2
492	Polycythemia vera	C0032463	14	192	3.15726444988e-09	8.826695371367062e-05	0.000199924285916	CBL,IL3,JAK1,PDGFRB,SPRY1,KIT,MET,HGF,ABL1,CSF2,PIK3CB,PIK3CA,JAK2,NRAS
493	Malignant neoplasm of kidney	C0740457	20	401	3.33466521063e-09	8.844635809113742e-05	0.000138843648208	HSP90AA1,EGFR,KIT,GPNMB,ROBO1,PIK3R1,CALM3,MET,IL2RA,HGF,ABL1,FGF2,ERBB2,CSF2,ERBB4,PIK3CB,PIK3CA,ABCB1,EGF,IL2
494	Renal neoplasm	C0022665	19	363	3.38669403632e-09	8.862576246860423e-05	0.000206375813755	FGF9,PDGFRB,EGFR,KIT,GPNMB,LRP2,MET,ERBB2,CSF2,KRAS,PIK3CB,PIK3CA,ABCB1,FGFR3,EGF,IL2,VAMP7,SRC,NRAS
495	Pleural effusion	C0032227	12	137	3.43058736973e-09	8.880516684607104e-05	0.000187930336168	CBL,EGFR,MET,IL2RA,FGF3,HGF,SOS1,FGF2,IL5,IL2,FGF4,NCAM1
496	Uterine Cancer	C0153567	8	51	3.66754393522e-09	8.898457122353786e-05	0.000151131442324	EGFR,PDGFRA,ERBB2,KRAS,PIK3CB,PIK3CA,ABCB1,NRAS
497	Phyllodes tumor, benign	C0010701	8	51	3.66754393522e-09	8.916397560100467e-05	0.000156105610561	EGFR,KIT,PDGFRA,ERBB2,PIK3CB,PIK3CA,EPS15,NRAS
498	Neoplasm of the peripheral nervous system	C0031118	7	36	3.96121335733e-09	8.934337997847147e-05	0.000160172616802	GDNF,HRAS,EGFR,KIT,HGF,PDGFRA,RET
499	Osteomalacia	C0029442	7	36	3.96121335733e-09	8.952278435593829e-05	9.86405687956e-05	FGF7,LRP2,FGF2,FGFR1,OCRL,FGF23,AVPR2
500	Obstructive sleep apnea	C0520679	13	166	3.9911675076e-09	8.970218873340509e-05	0.00015248689365	GDNF,HRAS,HGF,IRS1,EREG,FGFR1,SLC18A3,RET,ABCB1,FGFR3,NRG1,FGFR2,ADRB2
501	Squamous cell carcinoma of the skin	C0553723	13	166	3.9911675076e-09	8.98815931108719e-05	0.000141076991544	HRAS,EGFR,SLIT2,HBEGF,MET,ERBB2,PIK3CB,PIK3CA,FGFR3,EGF,SRC,FGF10,FGFR2
506	Localized skin lesion	C0850826	23	530	4.3234056335e-09	9.077861499820596e-05	0.000143380429095	CBL,HRAS,PDGFRB,EGFR,WNT5A,KIT,APOB,PIK3R1,FGF3,SOS1,FGFR1,OCRL,LDLRAP1,RET,KRAS,PDGFB,PIK3CA,KITLG,PTPN11,FGFR3,NRAS,TEK,FGFR2
507	Abnormality of T cell count	C1704258	31	903	4.4010564082e-09	9.095801937567277e-05	0.000147239281643	CBL,HRAS,FGF17,PDGFRB,EGFR,FZD4,GRIN2A,IL2RG,SOS1,PDGFRA,FGF8,KIAA0319,FGFR1,OCRL,CSF2,RET,DNM2,KRAS,UBB,PTPN11,FGFR3,ERBB3,EGF,LRRK2,AVPR2,JAK2,NECAP1,NRAS,FGF10,FGF20,TEK
508	Invasive breast carcinoma	C0853879	19	369	4.47400183567e-09	9.113742375313957e-05	0.00017049604563	EGFR,IGF2R,SLIT2,PTK2,GPNMB,FGF3,HGF,ERBB2,ERBB4,PIK3CB,TFRC,PIK3CA,ABCB1,EGF,GRB2,NRG1,AVP,FGFR2,PTK6
509	Lymphatic Metastasis	C0024232	13	168	4.63244720361e-09	9.131682813060638e-05	0.000169344042838	GDNF,PDGFRB,EGFR,DAB2,HGF,PDGFRA,ERBB2,RET,KRAS,CDC42,EGF,IL2,TEK
510	Costello syndrome	C0587248	7	37	5.02471309005e-09	9.14962325080732e-05	0.000162906696396	HRAS,KRAS,PDGFB,PIK3CB,PIK3CA,PTPN11,EGF
511	Breast adenocarcinoma	C0858252	11	116	5.16160070241e-09	9.167563688554001e-05	0.000136745349043	HRAS,EGFR,ERBB2,KRAS,PIK3CA,ABCB1,FNBP1L,ERBB3,EGF,IL2,BTC
512	Dysarthria	C0013362	18	335	5.28914101405e-09	9.185504126300683e-05	0.000205917375217	FGF17,PDGFRB,GRIN2A,SOS1,FGF8,FGFR1,DNAJC6,SPTBN2,KRAS,PDGFB,PIK3CA,PTPN11,FGFR3,SCARB2,BIN1,JAK2,NRAS,SYNJ1
513	Neuropathy ataxia retinitis pigmentosa syndrome	C0442874	16	265	5.59679580459e-09	9.203444564047363e-05	0.000154860771861	IL3,GDNF,HSP90AA1,GFRA2,HGF,GFRA1,KIAA0319,CSF2,DNM2,KRAS,NEFL,CDC42,NRTN,ABCB1,IL2,ARTN
514	Irregular hyperpigmentation	C1860236	11	117	5.67716107458e-09	9.221385001794044e-05	0.000100448933782	HRAS,PDGFRB,KIT,PDGFRA,FGFR1,KRAS,PIK3CA,KITLG,PTPN11,FGFR3,NRAS
515	Malignant mesothelioma	C0345967	16	266	5.86737780583e-09	9.239325439540724e-05	0.000234305386796	EGFR,MET,HGF,SOS1,FGF2,CSF2,PDGFB,PIK3CB,PIK3CA,RASGRF2,ABCB1,EGF,IL2,SRC,PDGFA,IL2RB
516	Stroke	C0038454	37	1229	5.91592075327e-09	9.257265877287405e-05	0.000102377300613	KL,GDNF,SPTBN4,GRIN2B,SLIT2,APOB,PIK3R1,GRIN2A,CALM3,SPTB,HGF,GFRA1,VAMP8,SGIP1,TF,PDGFRA,DNAJC6,CSF2,IL5RA,GRIN1,ANGPT1,ERBB4,PIK3CB,PIK3CA,SYT1,CDC42,ABCB1,SPTBN5,EGF,BIN1,NRG1,JAK2,SRC,AVP,ARTN,TEK,ADRB2
517	Anemia	C0002871	25	627	5.91631210689e-09	9.275206315034088e-05	0.000188110749186	IL3,CD3G,SPTA1,KIT,SPTB,IL2RA,IL2RG,HGF,ABL1,TF,FGF2,PDGFRA,ERBB2,OCRL,CSF2,FGF23,PDGFB,TFRC,SCARB2,IL2,JAK2,SRC,NRAS,TEK,NCAM1
518	Functional abnormality of the inner ear	C4023382	25	627	5.91631210689e-09	9.293146752780768e-05	0.000182936866796	GDNF,FGF17,PDGFRB,DIAPH1,PIK3R1,LRP2,CALM3,FGF3,HGF,SOS1,FGF8,FGFR1,ACTN2,RET,KRAS,PDGFB,CDC42,KITLG,NRTN,PTPN11,FGFR3,JAK2,NRAS,FGF10,FGFR2
520	Fibroma	C0016045	8	54	6.20581175337e-09	9.32902762827413e-05	0.000137200466259	HRAS,PDGFRB,KIT,SOS1,PDGFRA,KRAS,PIK3CA,NRAS
521	Abnormality of globe location	C4021946	24	584	6.24286511375e-09	9.346968066020811e-05	0.000152146324015	CBL,HRAS,FGF17,PDGFRB,WNT5A,PIK3R1,LRP2,FGF3,SOS1,FGF8,FGFR1,OCRL,RET,KRAS,PIK3CA,PTPN11,FGFR3,PIK3R2,SRC,NRAS,AVP,FGF10,FGF20,FGFR2
522	Neoplastic Cell Transformation	C0007621	12	144	6.28292740057e-09	9.364908503767492e-05	0.000207531815899	HRAS,WNT5A,MET,IRS1,ERBB2,ERBB4,TFRC,ABCB1,EGF,BIN1,NRG1,JAK2
523	EMG: myopathic abnormalities	C0000768	26	675	6.34080132844e-09	9.382848941514172e-05	0.00026273458445	GDNF,FGF17,HSP90AA1,FGF7,SPRY1,KIT,LRP2,FGF3,FGF8,ERBB2,KIAA0319,FGFR1,ANGPT1,RET,DNM2,PIK3CB,PIK3CA,PTPN11,ABCB1,FGFR3,BIN1,AVP,FGF10,TEK,FGFR2,FGF16
524	Abnormal morphology of the ocular adnexa	C4073120	30	869	6.68344646293e-09	9.400789379260855e-05	0.000126461154004	CBL,GDNF,HRAS,PDGFRB,EGFR,WNT5A,KIT,APOB,PIK3R1,LRP2,FGF3,FGF5,IL2RG,SOS1,FGFR1,OCRL,RET,KRAS,TFRC,PIK3CA,CDC42,KITLG,PTPN11,FGFR3,PIK3R2,NRAS,SYNJ1,FGF10,FGF20,FGFR2
525	Congenital anomalies of kidney and urinary tract 1, susceptibility to	C0266292	29	820	6.73461264533e-09	9.418729817007535e-05	0.000172649976382	HRAS,FGF17,PDGFRB,WNT5A,AP2S1,APOB,LRP2,MET,IL2RG,FGF8,FGFR1,OCRL,LDLRAP1,RET,KRAS,PIK3CA,KITLG,PTPN11,FGFR3,ERBB3,SCARB2,PIK3R2,VAMP7,AVPR2,SRC,NRAS,FGF10,FGF20,FGFR2
527	Pathologic Neovascularization	C0027686	9	74	7.31928262443e-09	9.454610692500898e-05	0.000212947882736	JAK3,PTK2,FGF2,CSF2,ANGPT1,ABCB1,EGF,JAK2,TEK
534	Abnormality of the upper urinary tract	C4023641	29	827	8.15903955509e-09	9.580193756727665e-05	0.000178318375059	HRAS,FGF17,PDGFRB,WNT5A,AP2S1,APOB,LRP2,MET,IL2RG,FGF8,FGFR1,OCRL,LDLRAP1,RET,KRAS,PIK3CA,KITLG,PTPN11,FGFR3,ERBB3,SCARB2,PIK3R2,VAMP7,AVPR2,SRC,NRAS,FGF10,FGF20,FGFR2
535	Myxoid liposarcoma	C0206634	8	56	8.67366956037e-09	9.598134194474345e-05	0.000163057236113	GDNF,HSP90AA1,KIT,MET,RET,PIK3CB,PIK3CA,PTPRA
536	Arnold-Chiari malformation	C0003803	8	56	8.67366956037e-09	9.616074632221026e-05	0.000133040221462	HRAS,EGFR,FGF8,FGFR1,PIK3CA,FGFR3,NRAS,FGFR2
537	Inappropriate ADH Syndrome	C1332347	6	26	8.94881424518e-09	9.634015069967706e-05	0.000184149184149	KL,WNT5A,FGF3,ERBB2,PIK3CA,AVP
539	Granulocytic Sarcoma	C0152276	6	26	8.94881424518e-09	9.66989594546107e-05	0.000181015401057	IL2RA,ABL1,PDGFRA,KRAS,JAK2,NCAM1
540	Thyroid cancer, follicular	C0206682	13	177	9.06663000233e-09	9.68783638320775e-05	0.000130283015265	HRAS,EGFR,PTK2,HGF,SOS1,FGF2,DNAJC6,RET,KRAS,PIK3CB,PIK3CA,EGF,NRAS
541	Neurofibromatoses	C0162678	7	40	9.6823065121e-09	9.705776820954432e-05	0.000240764469657	EGFR,KIT,PDGFRA,ERBB2,KRAS,CDC42,PTPN11
543	Essential thrombocythemia	C0040028	12	150	1.02975594718e-08	9.741657696447793e-05	0.000211503539953	CBL,IL3,JAK1,ABL1,FGF2,PICALM,CSF2,KRAS,PDGFB,JAK2,PDGFA,NRAS
544	invasive cancer	C0677898	12	150	1.02975594718e-08	9.759598134194475e-05	0.000279441904736	ARPC5,EGFR,WNT5A,SLIT2,MET,FGF3,FGF2,ERBB2,KRAS,PIK3CB,PIK3CA,SRC
545	{Unipolar depression, susceptibility to}, 608516 (3)	C0011570	23	555	1.04995309114e-08	9.777538571941155e-05	0.000104391490663	GDNF,FGF9,GRIN2B,HSP90AA1,FGFR4,EGFR,APOB,AP2B1,GRIN2A,CHRM2,CALM3,TF,FGF2,DVL2,CSF2,HGS,ABCB1,IL5,IL2,LRRK2,AVP,ARTN,ADRB2
546	Telecanthus	C0423113	10	99	1.05819435436e-08	9.795479009687836e-05	9.85410591085e-05	HRAS,PIK3R1,FGFR1,KRAS,KITLG,FGFR3,PIK3R2,NRAS,FGF10,FGFR2
547	Hepatocarcinogenesis	C1512409	21	471	1.12091962379e-08	9.813419447434518e-05	0.000143147620984	KL,STAM,HRAS,FGFR4,EGFR,IGF2R,SPRY2,HBEGF,MET,HGF,SOS1,PDGFRA,ERBB2,FGFR1,FGF19,PIK3CB,PIK3CA,PTPN11,EGF,BIN1,NRAS
548	Rickets	C0035579	7	41	1.19410992205e-08	9.831359885181199e-05	0.000186834438625	HRAS,LRP2,FGFR1,OCRL,FGF23,KRAS,NRAS
549	Retinoblastoma	C0035335	21	473	1.20858343333e-08	9.84930032292788e-05	0.000155721061321	IL3,HRAS,HSP90AA1,EGFR,IGF2R,KIT,ABL1,FGF2,ERBB2,FGFR1,CSF2,KRAS,PIK3CB,TFRC,PIK3CA,FGFR3,SRC,RASGRF1,FGF1,FGFR2,NCAM1
558	Subcutaneous nodule	C0151811	9	79	1.3963664891e-08	0.00010010764262648009	0.000229143101839	PDGFRB,KIT,OCRL,PDGFB,PIK3CA,PTPN11,NRAS,TEK,FGFR2
560	Abnormality of the immune system	C4021753	35	1164	1.5309907675e-08	0.0001004664513814137	0.000130812969665	CBL,GDNF,CD3G,PDGFRB,EGFR,JAK3,IGF2R,KIT,AP2S1,PIK3R1,SPTB,MET,IL2RA,IL2RG,ABL1,SOS1,TF,PDGFRA,ACTN2,OCRL,RET,CD4,CD3D,KRAS,TFRC,PIK3CA,NRTN,PTPN11,FGFR3,SCARB2,JAK2,NRAS,TEK,FGFR2,IL2RB
561	Multiple Endocrine Neoplasia Type 2b	C0025269	6	28	1.5718778168e-08	0.00010064585575888052	0.000132714541606	GDNF,EGFR,RET,PIK3CB,PIK3CA,EGF
562	Gastrointestinal obstruction	C0236124	8	60	1.631644031e-08	0.00010082526013634733	0.000162616443904	GDNF,PDGFRB,JAK3,KIT,PDGFRA,RET,NRTN,JAK2
563	Meningioma, benign, no ICD-O subtype	C1762616	14	217	1.6480013465e-08	0.00010100466451381414	0.000179823769671	JAK1,PDGFRB,FGFR4,EGFR,PTK2,AP2B1,ERBB2,FGFR1,KRAS,PDGFB,FGFR3,EGF,GRB2,PDGFA
567	Malignant gastrointestinal tract tumors	C0685938	15	251	1.7224791371e-08	0.00010172228202368137	0.000241025641026	HSP90AA1,EGFR,IGF2R,KIT,CALM3,PDGFRA,ERBB2,KRAS,PIK3CA,ABCB1,FGFR3,SPTBN1,EGF,SRC,NRAS
568	Malignant neoplasm of brain and nervous system	C0153633	12	157	1.78186051469e-08	0.00010190168640114819	0.000162966461974	EGFR,FGF2,ERBB2,FGFR1,RET,KRAS,PIK3CB,TFRC,PIK3CA,ABCB1,EGF,IL2
